"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","DECIMALS_DISPLAYED","COFOG","SECTOR","TRANSFORMATION","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"IMF.STA:GENENVPROEXP(1.0.2)","SLV.GF0560_S13.XDC.A","OBS_VALUE","El Salvador","Environmental protection n.e.c.","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","10000000","9900000","5800000","8000000","4500000","5100000","13400000","7300000",""
"IMF.STA:GENENVPROEXP(1.0.2)","CZE.GF0550_S13.XDC.A","OBS_VALUE","Czech Republic","R&D Environmental protection","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","501000000","533000000","580000000","657000000","698000000","741000000","724000000","800000000","688000000","753000000","910000000","684000000","848000000","954000000","953000000","947000000","955000000","851000000","874000000","956000000","1125000000","970000000","1003000000","1316000000","1436000000","1404000000","1533000000",""
"IMF.STA:GENENVPROEXP(1.0.2)","FIN.GF0540_S13.XDC.A","OBS_VALUE","Finland","Protection of biodiversity and landscape","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","48000000","37000000","45000000","37000000","62000000","61000000","61000000","65000000","70000000","70000000","81000000","88000000","93000000","89000000","81000000","70000000","67000000","74000000","80000000","138000000","150000000",""
"IMF.STA:GENENVPROEXP(1.0.2)","DNK.GF0530_S13.POGDP_PT.A","OBS_VALUE","Denmark","Pollution abatement","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0.144334253","0.156981831","0.176594432","0.19308812","0.189767229","0.14070273","0.14268778","0.191026979","0.123960241","0.0929","0.101640434","0.104561721","0.057854462","0.0703","0.066951467","0.0544","0.0565","0.0581","0.0584","0.0627","0.05750468","0.0426","0.0498","0.0334","0.0348","0.033","0.0298","0.0337"
"IMF.STA:GENENVPROEXP(1.0.2)","FJI.GF05_S13.POGDP_PT.A","OBS_VALUE","Fiji, Republic of","Environmental protection","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","0.257365195","0.249286064","0.0576","","","","","","","","","","","","","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","SGP.GF0560_S13.POGDP_PT.A","OBS_VALUE","Singapore","Environmental protection n.e.c.","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0.22023732","0.224235353","0.199926917","1.267934319","0.217185905","0.209690544"
"IMF.STA:GENENVPROEXP(1.0.2)","FJI.GF05_S13.XDC.A","OBS_VALUE","Fiji, Republic of","Environmental protection","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","13178000","13730000","3350000","","","","","","","","","","","","","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","GEO.GF05_S13.XDC.A","OBS_VALUE","Georgia","Environmental protection","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0","0","0","0","0","0","0","0","0","0","0","19100000","77100000","88000000","114900000","124000000","110800000","88500000","153500000","192700000","183300000","197500000","202700000","187900000","306800000","351300000","444100000","557600000"
"IMF.STA:GENENVPROEXP(1.0.2)","GRC.GF0510_S13.XDC.A","OBS_VALUE","Greece","Waste management","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","467000000","490000000","507000000","608000000","791000000","1353000000","1373000000","1682000000","1574000000","1287000000","1212000000","1134000000","1245000000","1168000000","1172000000","1124000000","1116000000","1253000000","1276000000","1379000000","1432000000",""
"IMF.STA:GENENVPROEXP(1.0.2)","EGY.GF0510_S13.POGDP_PT.A","OBS_VALUE","Egypt, Arab Republic of","Waste management","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","0","0","0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","EGY.GF0540_S13.POGDP_PT.A","OBS_VALUE","Egypt, Arab Republic of","Protection of biodiversity and landscape","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","0","0","0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","SGP.GF0530_S13.POGDP_PT.A","OBS_VALUE","Singapore","Pollution abatement","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0"
"IMF.STA:GENENVPROEXP(1.0.2)","SVN.GF0540_S13.POGDP_PT.A","OBS_VALUE","Slovenia, Republic of","Protection of biodiversity and landscape","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0.288065298","0.233607468","0.230600224","0.253051759","0.235565927","0.185073012","0.2335715","0.29813662","0.286152116","0.276970631","0.240698505","0.217071334","0.188769299","0.167751683","0.134114285","0.0803","0.159355723","0.105681414","0.0734","0.0649","0.0615","0.06","0.0644","0.0819","0.043565249","0.0493","0.0577",""
"IMF.STA:GENENVPROEXP(1.0.2)","TZA.GF05_S13.XDC.A","OBS_VALUE","Tanzania, United Republic of","Environmental protection","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","","","11336646566","10241810574","","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","SVN.GF0510_S13.POGDP_PT.A","OBS_VALUE","Slovenia, Republic of","Waste management","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0.0882","0.0939","0.096","0.101082609","0.124063948","0.131707783","0.199184781","0.148858106","0.151448661","0.180341101","0.193936854","0.19596572","0.205209061","0.157344492","0.149621155","0.123490605","0.108047795","0.105046989","0.0989","0.104689074","0.222535944","0.102313862","0.0325","0.042","0.0446","0.042183106","0.0462",""
"IMF.STA:GENENVPROEXP(1.0.2)","TTO.GF0550_S13.XDC.A","OBS_VALUE","Trinidad and Tobago","R&D Environmental protection","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","","","","","","","","","","","","46700000","","54900000","46000000","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","UGA.GF05_S13.XDC.A","OBS_VALUE","Uganda","Environmental protection","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","0","64674305874","65190400042","13359204149","15528022459","11237379909","20511441639","13070559030","10791233270","23422501027","13285262333","50261675146","62519688221","92504272954","143000000000","207000000000","113000000000","172000000000","167000000000","268000000000","306000000000","358000000000"
"IMF.STA:GENENVPROEXP(1.0.2)","SWE.GF0520_S13.XDC.A","OBS_VALUE","Sweden","Waste water management","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","4482000000","4487000000","4518000000","4602000000","4871000000","4867000000","5223000000","5587000000","5382000000","5454000000","6180000000","6414000000","6855000000","6855000000","7557000000","7455000000","8811000000","9675000000","9668000000","10369000000","9217000000",""
"IMF.STA:GENENVPROEXP(1.0.2)","CHE.GF0530_S13.POGDP_PT.A","OBS_VALUE","Switzerland","Pollution abatement","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0","0","0","0","0","0","0","0.0266","0.00543","0.0194","0.0224","0.0279","0.00892","0.0574","0.0555","0.0478","0.046","0.0513","0.0553","0.067","0.071261926","0.071","0.0656","0.0653","0.0414","0.0587","0.0375","0.0414"
"IMF.STA:GENENVPROEXP(1.0.2)","CHE.GF0560_S13.POGDP_PT.A","OBS_VALUE","Switzerland","Environmental protection n.e.c.","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","0.042","0.0444","0.0448","0.047620918","0.0496","0.045337743","0.0461","0.0488","0.051131958","0.045714904","0.0439","0.0417","0.046744513","0.0447","0.0481","0.0465","0.0432","0.044","0.0428","0.0384","0.0381","0.0373","0.038","0.0355","0.0362","0.0387","0.0379","0.0366"
"IMF.STA:GENENVPROEXP(1.0.2)","CHN.GF05_S13.POGDP_PT.A","OBS_VALUE","China, People's Republic of","Environmental protection","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","","","","","0.794253815","0.839763584","0.342067035","0.474836228","0.577925997","0.61153581","0.545535888","0.550400808","0.578905131","0.585014079","0.711802478","0.666176324","0.720686874","0.729599563","0.790442953","0.732530023","0.539632588","0.514850796"
"IMF.STA:GENENVPROEXP(1.0.2)","TTO.GF05_S13.POGDP_PT.A","OBS_VALUE","Trinidad and Tobago","Environmental protection","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","0.168481273","0.272378187","0.18166902","0.346227573","0.504501589","0.307550508","0.427820592","0.255865966","0.62813477","0.383804726","","0.563590815","2.02668614","2.08504993","2.013233831","0.584445701","0.596825228","0.708462173","0.520710132","","",""
"IMF.STA:GENENVPROEXP(1.0.2)","UGA.GF0540_S13.POGDP_PT.A","OBS_VALUE","Uganda","Protection of biodiversity and landscape","Percent of GDP","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","0","","","","","","","","","","","","","0.00357","0.00366","0.003","0","0","0","0","0","0"
"IMF.STA:GENENVPROEXP(1.0.2)","SVN.GF0510_S13.XDC.A","OBS_VALUE","Slovenia, Republic of","Waste management","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","9317000","11408000","13283000","15518000","21372000","24831000","42123000","35054000","38791000","49825000","56462000","61671000","71974000","59674000","54245000","44906000","40041000","38083000","36049000","39399000","86461000","41379000","13959000","19255000","21648000","19845000","24149000",""
"IMF.STA:GENENVPROEXP(1.0.2)","UKR.GF0540_S13.XDC.A","OBS_VALUE","Ukraine","Protection of biodiversity and landscape","Domestic Currency","Annual","Units","","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Climate Policy; Public Spending","English","2026-04-06T17:14:50.772579100Z","2026-04-06T17:14:50.821559900Z","","Government expenditures on a specified set of activities including pollution abatement, protection of biodiversity landscape, waste and wastewater management, within the framework of the Classification of Functions of Government (COFOG).","Public (Unrestricted)","","Public or Unrestricted","","IMF Government Finance Statistics (GFS); International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire;.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Government Environmental Protection Expenditures,  https://data.imf.org/en/datasets/IMF.STA:GENENVPROEXP. Accessed on [current date].","","","","","","","","","0","","","","","","","","","","","","","71800000","113400000","259300000","428200000","459200000","554000000","614500000","938700000","914400000"
