"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","CURRENCY_TYPE","FREQUENCY","SCALE","DECIMALS_DISPLAYED","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","CREATOR","DATA_OWNER","DATA_STEWARD","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2024"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CGBI_PT.UZS.A","OBS_VALUE","World","Cumulative Green Bond Issuances, Percent","Uzbekistani Sum","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.0222"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CGBI_PT.ARGE16.A","OBS_VALUE","World","Cumulative Green Bond Issuances, Percent","Argentinian Peso","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.00454"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CGBI_USD.USD9.A","OBS_VALUE","World","Cumulative Green Bond Issuances, US dollar","US Dollar","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","790.3276815"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSSLBI_PT.COLO14.A","OBS_VALUE","World","Cumulative Sustainability Linked Bond Issuances, Percent","Colombian Peso","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.00348"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CGBI_PT.BRAZ14.A","OBS_VALUE","World","Cumulative Green Bond Issuances, Percent","Brazilian Real","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.373752662"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSBI_PT.NORW15.A","OBS_VALUE","World","Cumulative Social Bond Issuances, Percent","Norwegian Krone","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.138288264"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSBI_USD.SOUT18.A","OBS_VALUE","World","Cumulative Social Bond Issuances, US dollar","South African Rand","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.951600192"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSBI_PT.MOT.A","OBS_VALUE","World","Cumulative Social Bond Issuances, Percent","Mongolian Tugrik","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.00154"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CGBI_USD.URP.A","OBS_VALUE","World","Cumulative Green Bond Issuances, US dollar","Uruguayan Peso","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.009044526"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSSLBI_USD.CHIL25.A","OBS_VALUE","World","Cumulative Sustainability Linked Bond Issuances, US dollar","Chilean Unidad de Fomento","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.980736"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CGBI_PT.SWIS11.A","OBS_VALUE","World","Cumulative Green Bond Issuances, Percent","Swiss Franc","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","1.133104911"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSBI_PT.KAZA17.A","OBS_VALUE","World","Cumulative Social Bond Issuances, Percent","Kazakhstani Tenge","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.00823"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CGBI_USD.COLUVR.A","OBS_VALUE","World","Cumulative Green Bond Issuances, US dollar","Colombian Unidad de Valor Real","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.046389984"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSBI_PT.MP.A","OBS_VALUE","World","Cumulative Social Bond Issuances, Percent","Macanese Pataca","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.0137"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSSBI_PT.USD9.A","OBS_VALUE","World","Cumulative Sustainability Bond Issuances, Percent","US Dollar","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","51.5243504"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSSLBI_USD.SWED13.A","OBS_VALUE","World","Cumulative Sustainability Linked Bond Issuances, US dollar","Swedish Krona","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","2.794345681"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSBI_PT.NIGE14.A","OBS_VALUE","World","Cumulative Social Bond Issuances, Percent","Nigerian Naira","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.000156"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSSBI_PT.SKW.A","OBS_VALUE","World","Cumulative Sustainability Bond Issuances, Percent","South Korean Won","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","1.969389597"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CGBI_USD.GEL.A","OBS_VALUE","World","Cumulative Green Bond Issuances, US dollar","Georgian Lari","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
The source dataset is based on LSEG (formerly Refinitiv), which contain bond-by-bond issuances for Green Bonds, Social Bonds, Sustainability Bonds, and Sustainability-Linked Bonds starting from 2006 to 2024. Bonds by type encompass investment grade, high-yield, and not-rated bonds, commercial papers, certificates of deposit, and sukuks. By issuer type, bonds encompass government, corporate, agency, non-US munis, and other gov/supra bonds.","Public (Unrestricted)","","Public or Unrestricted","","LSEG. Accessed on 2025-02-24; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Green Bonds by Type of Currency,  https://data.imf.org/en/datasets/IMF.STA:ESG_FINANCE_CURRENCY. Accessed on [current date].","","","0.007207207"
"IMF.STA:ESG_FINANCE_CURRENCY(3.0.3)","G001.CSSBI_PT.PHIL15.A","OBS_VALUE","World","Cumulative Sustainability Bond Issuances, Percent","Philippine Peso","Annual","Units","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","","","","Environment and climate; Climate finance","","","English","2026-01-08T16:17:00.239243200Z","2026-01-08T16:17:00.292229100Z","","The data are aggregated by country of incorporations, use of proceeds, type of currency and type of issuers (nonfinancial corporations, other financial corporations, banks, state owned entities, sovereign, state and local governments and international organizations). Sovereign green bonds are green bonds issued by central governments and central banks. Compilation of the indicator is based on the methodology used by London Stock Exchange Group, and divergences may be observed when compared to data from other providers. 
