"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","CFBL","TRANSFORMATION","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"IMF.STA:CFBL(1.0.3)","EST.CFALTLBE_EMINORM.A","OBS_VALUE","Estonia, Republic of","Carbon Footprint of Bank Loans, Emissions intensities (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","62.01378524","74.54281959","119.7137705","72.0328553","94.88106356","87.77693287","82.53939646","100","70.33337969","65.4186918","69.21913879"
"IMF.STA:CFBL(1.0.3)","BGR.CFALTLBE_EMM.A","OBS_VALUE","Bulgaria","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","514.2731449","605.4689448","620.961106","613.0394437","508.6806711","542.8862154","643.784758","581.7578031","550.7198422","456.9417644"
"IMF.STA:CFBL(1.0.3)","IRL.CFALTLBE_EMMNORM.A","OBS_VALUE","Ireland","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","152.0171958","128.5412034","110.7512826","85.39432495","91.09228468","80.35751465","71.00267467","70.81431335","70.85070675","74.42491045","100","108.4499863","98.48399559","114.3779169"
"IMF.STA:CFBL(1.0.3)","TUR.CFALTLBE_EMM.A","OBS_VALUE","Türkiye, Republic of","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","403.1649518","417.1062574","371.1493246","317.7346487","406.9976287","400.8277285","428.7378585","447.5417682","429.293533","488.6099198","578.6890244","678.9197327","710.9153952","861.5928036"
"IMF.STA:CFBL(1.0.3)","KOR.CFALTLBE_EMM.A","OBS_VALUE","Korea, Republic of","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","340.5898432","423.4156479","360.7838597","328.1031661","334.3413427","320.1850736","296.062749","329.1159952","334.4815551","307.6085139","288.8650049"
"IMF.STA:CFBL(1.0.3)","ITA.CFALTLBE_EMM.A","OBS_VALUE","Italy","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","172.3924458","164.0969056","171.8679878","147.0688361","142.746611","166.0025993","161.2065244","159.6406307","142.0909318"
"IMF.STA:CFBL(1.0.3)","TUR.CFALTLBE_EMI.A","OBS_VALUE","Türkiye, Republic of","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","160.4251812","177.7468122","152.3915951","123.7923484","157.4363322","162.4602595","176.8024194","184.2652505","176.5075076","195.1229065","232.092808","267.7643466","286.8460538","358.5472782"
"IMF.STA:CFBL(1.0.3)","ITA.CFALTLBE_EMI.A","OBS_VALUE","Italy","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","79.26192667","76.64929727","82.60127516","69.104448","67.98977765","78.77189703","75.72972222","73.89750582","65.98357803"
"IMF.STA:CFBL(1.0.3)","CZE.CFALTLBE_EMMNORM.A","OBS_VALUE","Czech Republic","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","128.9989975","101.865163","91.04862822","66.89611366","76.98489586","81.50558375","76.41040005","79.29673635","83.58823741","89.89293673","100","99.12196246","90.43895217","75.22489009"
"IMF.STA:CFBL(1.0.3)","EST.CFALTLBE_EMMNORM.A","OBS_VALUE","Estonia, Republic of","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","76.4148998","87.80310018","127.819783","83.06212386","98.56477942","94.65188022","88.38344882","100","77.99059063","73.08824038","68.5373867"
"IMF.STA:CFBL(1.0.3)","ESP.CFALTLBE_EMMNORM.A","OBS_VALUE","Spain","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","","","","","75.0291064","100","129.0728636","113.6784856","98.21583311"
"IMF.STA:CFBL(1.0.3)","PHL.CFALTLBE_EMI.A","OBS_VALUE","Philippines","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","411.2086505","315.0384311","319.7332362","230.4150132","270.8734339","257.8122783","285.7320636","258.4441012","300.9690212","332.1315855","384.2667872","407.8921643","471.949908","474.5909372"
"IMF.STA:CFBL(1.0.3)","SVK.CFALTLBE_EMMNORM.A","OBS_VALUE","Slovak Republic","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","159.6315952","113.18681","84.10821457","91.41223656","94.88775228","90.51720139","87.99642695","86.17771289","76.30615969","100","92.00645062","86.81777348","78.27009676"
"IMF.STA:CFBL(1.0.3)","CZE.CFALTLBE_EMM.A","OBS_VALUE","Czech Republic","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","550.5612252","434.7553859","388.5909601","285.5092443","328.5676587","347.8617269","326.1157395","338.4344774","356.7503878","383.6585271","426.7949641","423.0475441","385.9888935","321.0560427"
"IMF.STA:CFBL(1.0.3)","PHL.CFALTLBE_EMM.A","OBS_VALUE","Philippines","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","654.5663189","507.3373131","504.7236956","378.5457751","428.7465359","396.3455042","410.7434469","374.9919239","431.5202266","470.9085357","535.8382153","567.0264648","642.4490178","635.9737532"
"IMF.STA:CFBL(1.0.3)","CAN.CFALTLBE_EMI.A","OBS_VALUE","Canada","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","187.5940433","182.4234676","175.7362316","164.8725337","178.2027419","153.9602601","149.362506","141.4716664","150.5848278","165.3350689","215.9112366","225.994766","188.9222573","188.9430673"
"IMF.STA:CFBL(1.0.3)","PRT.CFALTLBE_EMI.A","OBS_VALUE","Portugal","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","130.2411553","107.8885451","85.97798894","78.18657737","92.40122482","83.06998616","81.30400885","95.40968481","87.83798436","93.99501752","122.3472597","123.7125434","117.9114116","101.2752658"
"IMF.STA:CFBL(1.0.3)","CYP.CFALTLBE_EMI.A","OBS_VALUE","Cyprus","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","46.2377289","53.07649622","50.0037921","42.75869715","42.03786219","35.31790674","40.04679826","39.32351999","34.23439856"
"IMF.STA:CFBL(1.0.3)","CAN.CFALTLBE_EMINORM.A","OBS_VALUE","Canada","Carbon Footprint of Bank Loans, Emissions intensities (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","86.88479871","84.49002954","81.3928142","76.36125675","82.53518656","71.30720128","69.17773633","65.52306801","69.74385872","76.57548146","100","104.6702199","87.4999654","87.50960364"
"IMF.STA:CFBL(1.0.3)","PER.CFALTLBE_EMMNORM.A","OBS_VALUE","Peru","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","105.4287236","102.3634378","113.6861147","121.754258","117.8441168","107.1048726","87.08479816","93.91743419","100","113.6673847","90.42487385","77.22190609"
"IMF.STA:CFBL(1.0.3)","PRT.CFALTLBE_EMM.A","OBS_VALUE","Portugal","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","302.3049831","247.3370805","198.8982305","182.1244421","203.4341326","176.4079657","173.6153546","195.0051046","172.8158431","181.9078834","243.7482588","243.8940174","244.8863917","203.6985287"
"IMF.STA:CFBL(1.0.3)","CYP.CFALTLBE_EMM.A","OBS_VALUE","Cyprus","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","172.727003","168.6656334","162.5349236","155.7750404","153.813398","139.0768705","148.3864251","146.7705295","126.1778031"
"IMF.STA:CFBL(1.0.3)","LTU.CFALTLBE_EMI.A","OBS_VALUE","Lithuania, Republic of","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","140.1601028","121.3743553","116.8848987","81.20961093","91.29806052","92.13326562","95.87903188","121.3679567","108.7659655","105.3348911","136.8279976","107.0510643","70.76404939","59.29271882"
"IMF.STA:CFBL(1.0.3)","KAZ.CFALTLBE_EMM.A","OBS_VALUE","Kazakhstan, Republic of","Carbon Footprint of Bank Loans, Emissions multipliers","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","","710.6146082","590.7158189","617.1759417","595.0340513","705.5795998","1090.980881","1280.693432","1205.061669"
"IMF.STA:CFBL(1.0.3)","LVA.CFALTLBE_EMMNORM.A","OBS_VALUE","Latvia, Republic of","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","74.14519196","87.24297871","110.5523401","87.13420171","99.05271964","99.75083336","87.63373184","100","97.88586379","81.66025417","88.76599719"
"IMF.STA:CFBL(1.0.3)","BEL.CFALTLBE_EMMNORM.A","OBS_VALUE","Belgium","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","","","98.7474045","85.44596559","80.4817224","100","87.77982738","87.1520374","79.63678829"
"IMF.STA:CFBL(1.0.3)","FIN.CFALTLBE_EMMNORM.A","OBS_VALUE","Finland","Carbon Footprint of Bank Loans, Emissions multipliers (normalized)","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","131.3701393","103.2519593","93.96505702","102.6968976","97.29352906","100","104.6098079","97.43095971","93.44168737"
"IMF.STA:CFBL(1.0.3)","KAZ.CFALTLBE_EMI.A","OBS_VALUE","Kazakhstan, Republic of","Carbon Footprint of Bank Loans, Emissions intensities","Annual","Units","","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate; Greenhouse gas emissions","","Climate Finance","English","2026-01-08T16:00:03.846448200Z","2026-01-08T16:00:03.953626900Z","","","Public (Unrestricted)","","Public or Unrestricted","","OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Carbon Footprint of Bank Loans,  https://data.imf.org/en/datasets/IMF.STA:CFBL. Accessed on [current date].","","","","","","","","","296.0405788","268.6375436","311.1705434","313.9134054","457.6240086","745.619466","872.7636141","809.7941452"
